inventory_id,location_,shop_name,description,system_par,pack,size,measurement,uom,case_,ea,lb,oz,bag,gal,tray,sleeves,on_hand,open_orders,adjusted_par,order_,total_case,shop_id,adjusted_order,unlock
MWI0011,MAIN WALK IN,PANERA BREAD,SAUCE GARLIC AIOLI W/O ANCHOVY,1,8,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0012,MAIN WALK IN,PANERA BREAD,SPICY BUFFALO SAUCE 12/16 OZ,1,12,16,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0013,MAIN WALK IN,PANERA BREAD,DRESSING TANGERINE CITRUS SOY,2,8,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0014,MAIN WALK IN,PANERA BREAD,SIGNATURE SAUCE 4/1 GAL,2,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0015,MAIN WALK IN,PANERA BREAD,CHEESE WHITE CHEDDAR 8/1.5 LB.,3.95,8,1.5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0016,MAIN WALK IN,PANERA BREAD,Eggs Whole Liquid CF,1.36,15,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0017,MAIN WALK IN,PANERA BREAD,Egg Whites Liquid CF,1,15,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0018,MAIN WALK IN,PANERA BREAD,LG Pasteurized Shell Egg-CF,1,15,1,DZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,DZ-TRAY-CASE
MWI0019,MAIN WALK IN,PANERA BREAD,OLIVE KALAMATA BABY PITTED,1,2,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0020,MAIN WALK IN,PANERA BREAD,CLASSIC HUMMUS REFORM,3,4,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-OZ-LB-CASE
MWI0021,MAIN WALK IN,PANERA BREAD,ICING ORANGE,1,12,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0022,MAIN WALK IN,PANERA BREAD,TERIYAKI SAUCE REDUCED SODIUM,1,8,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0023,MAIN WALK IN,PANERA BREAD,CHICKEN GRILLED (PRESLICED),7,6,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0024,MAIN WALK IN,PANERA BREAD,WATER SPRING CRYSTAL GEYSER,2,35,16.9,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0025,MAIN WALK IN,PANERA BREAD,BANANAS 24CT FDF,2,1,24,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0026,MAIN WALK IN,PANERA BREAD,ICING WHITE,1.43,2,12,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0027,MAIN WALK IN,PANERA BREAD,TOPPING CRUMB PANERA,1,1,7,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,LB-CASE
MWI0028,MAIN WALK IN,PANERA BREAD,TOPPING STREUSEL,1,2,8,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-BAG-CASE
MWI0029,MAIN WALK IN,PANERA BREAD,FILLING CREAM CHEESE,1,12,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0030,MAIN WALK IN,PANERA BREAD,FILLING ROYAL CHERRY CL 6/4 LB,1,6,4,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0031,MAIN WALK IN,PANERA BREAD,CHEESE FETA CRUMBLED 2/5 LB,1.37,2,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0032,MAIN WALK IN,PANERA BREAD,CHEESE ASIAGO SHRED 4/5 LB,1,4,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0033,MAIN WALK IN,PANERA BREAD,TUNA SALAD YELOFIN,3.1,2,5,TUBS,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0034,MAIN WALK IN,PANERA BREAD,TURKEY SLICED DELI,2.79,16,1.5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0035,MAIN WALK IN,PANERA BREAD,TOMATOES VINE RIPE 25LB FDF,2,1,25,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,LB-CASE
MWI0036,MAIN WALK IN,PANERA BREAD,CHEESE FONTINA/MOZZARELLA BLEND,1.9,4,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0037,MAIN WALK IN,PANERA BREAD,CHEESE GORGONZOLA CRUMBLED,2,5,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0038,MAIN WALK IN,PANERA BREAD,CHEESE AMERICAN CL,2.51,8,2,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0039,MAIN WALK IN,PANERA BREAD,CHEESE PARM GRATED,1.48,6,1,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0040,MAIN WALK IN,PANERA BREAD,BACON DICED CLEAN LABEL 4X2.5 LB,1,4,2.5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0041,MAIN WALK IN,PANERA BREAD,BACON THICK SLICED,3.11,2,0,SLICES,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0042,MAIN WALK IN,PANERA BREAD,DRESSING LEMON TAHINI,1,16,16,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0043,MAIN WALK IN,PANERA BREAD,SAUCE APPLE CIDER BBQ,2,26,16,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0044,MAIN WALK IN,PANERA BREAD,DRESSING CHICKEN SALAD,1.01,12,17,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-OZ-LB-CASE
MWI0045,MAIN WALK IN,PANERA BREAD,SAUCE CHIPOTLE AIOLI,1,16,1,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0046,MAIN WALK IN,PANERA BREAD,PICKLE SPEAR DELI 400 CT,2,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0047,MAIN WALK IN,PANERA BREAD,ONIONS RED,2.2,1,25,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,LB-CASE
MWI0048,MAIN WALK IN,PANERA BREAD,COFFEE COLD BREW CONCENTRATE,1.51,6,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-OZ-CASE
MWI0049,MAIN WALK IN,PANERA BREAD,JUICE ORANGE 11.5 OZ INDIVIDUAL,1.07,24,11.5,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0050,MAIN WALK IN,PANERA BREAD,MILK INDIVIDUAL WHITE ORGANIC,0.65,18,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0051,MAIN WALK IN,PANERA BREAD,MILK INDIVIDUAL CHOC ORGANIC,1,18,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0052,MAIN WALK IN,PANERA BREAD,JUICE BOX APPLE ORGANIC,0.64,36,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0053,MAIN WALK IN,PANERA BREAD,DRESSING ASIAN SESAME VINAIGRETTE,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0054,MAIN WALK IN,PANERA BREAD,DRESSING CAESAR,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0055,MAIN WALK IN,PANERA BREAD,DRESSING GREEK,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0056,MAIN WALK IN,PANERA BREAD,DRESSING WHITE BALSAMIC FUJI APPLE,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0057,MAIN WALK IN,PANERA BREAD,MAYO PURE CLEAN LABEL,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0058,MAIN WALK IN,PANERA BREAD,SAUCE CHIPOTLE MAYO,1.1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0059,MAIN WALK IN,PANERA BREAD,SAUCE HORSERADISH,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0060,MAIN WALK IN,PANERA BREAD,MUSTARD SPICY BROWN,1,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-GAL-CASE
MWI0061,MAIN WALK IN,PANERA BREAD,EGG WHOLE HARD BOILED,2,1,144,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-BAG-CASE
MWI0062,MAIN WALK IN,PANERA BREAD,YOGURT BULK GREEK,6.74,6,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-OZ-LB-CASE
MWI0063,MAIN WALK IN,PANERA BREAD,BLEND UNSWEETENED ALMOND BREEZE,3,12,32,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-OZ-LB-CASE
MWI0064,MAIN WALK IN,PANERA BREAD,CREAM WHIPPING AEROSOL LIGHT,1,12,15,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0065,MAIN WALK IN,PANERA BREAD,BUTTER WHIPPED CUP,2,1,720,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0066,MAIN WALK IN,PANERA BREAD,Z- CREAMER PORTION HALF & HALF,2,1,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0067,MAIN WALK IN,PANERA BREAD,YOKIDS SQUEEZER STRAWBERRY/MXDBERRY,1,4,16,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0068,MAIN WALK IN,PANERA BREAD,JUICE ORANGE 64 OZ CATERING,2,6,64,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0069,MAIN WALK IN,PANERA BREAD,MILK 2% LOW FAT 4/1 GAL,5,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0070,MAIN WALK IN,PANERA BREAD,MILK SKIM 4/1 GAL,2,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0071,MAIN WALK IN,PANERA BREAD,CREAMER HALF & HALF 4/1 GAL,6.4,4,1,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0072,MAIN WALK IN,PANERA BREAD,PINEAPPLE,2.59,1,5,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0073,MAIN WALK IN,PANERA BREAD,CANTALOUPE,2.46,1,6,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
MWI0074,MAIN WALK IN,PANERA BREAD,APPLES FUJI/GALA,1.73,1,125,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0075,MAIN WALK IN,PANERA BREAD,ONIONS PICKLED RED,2,6,5,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
MWI0076,MAIN WALK IN,PANERA BREAD,CREAM CHEESE 1.75 OZ CHIVE & ONION,1,60,1.75,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0077,MAIN WALK IN,PANERA BREAD,CREAM CHEESE 1.75 OZ HONEY WALNUT,1.3,60,1.75,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0078,MAIN WALK IN,PANERA BREAD,PLAIN CREAM CHEESE 1.75oz,2,120,1.75,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MWI0079,MAIN WALK IN,PANERA BREAD,CREAM CHEESE 8 OZ CHIVE & ONION,1,12,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0080,MAIN WALK IN,PANERA BREAD,CREAM CHEESE 8 OZ HONEY WALNUT,1.26,12,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
MWI0081,MAIN WALK IN,PANERA BREAD,CREAM CHEESE 8 OZ PLAIN,2,24,8,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
NEW0001,NEW ITEMS,PANERA BREAD,DOUGH CHOCOLATE CROISSANT,1,84,3.5,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0002,NEW ITEMS,PANERA BREAD,STRAW PAPER 7.75' WRAPPED,1,12,500,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
NEW0003,NEW ITEMS,PANERA BREAD,BOX FLATBREAD KRAFT,1,1,125,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0004,NEW ITEMS,PANERA BREAD,PEPPERONCINI ALL NATURAL WHOLE GREEK,1,4,127,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0005,NEW ITEMS,PANERA BREAD,DOUCH PECAN BRAID,2,80,3.5,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0006,NEW ITEMS,PANERA BREAD,COFFEE PREGROUND DARK ROAST,2,100,3,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0007,NEW ITEMS,PANERA BREAD,COFFEE PREGROUND LIGHT ROAST,2,100,3,OZ,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
NEW0008,NEW ITEMS,PANERA BREAD,SOUP CHICKEN TIKKA MASALA,1,4,8,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
NEW0009,NEW ITEMS,PANERA BREAD,CLEANER COFFEE EQUIP DIPITXP,0,6,2.33,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
OFF0001,OFFICE,PANERA BREAD,DISPOSABLE MASK,1,1,50,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
OFF0002,OFFICE,PANERA BREAD,PAPER COPY WHITE 8.5 X 11,1,10,500,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
OFF0003,OFFICE,PANERA BREAD,UNIFORM CAP DENIM PNRA,2,1,12,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
OFF0004,OFFICE,PANERA BREAD,UNIFORM CAP KHAKI PNRA,0.5,1,12,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
OFF0005,OFFICE,PANERA BREAD,UNIFORM CAP ORANGE PNRA-TRAINER,0.5,1,4,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
OFF0006,OFFICE,PANERA BREAD,REUSABLE MASKS,0,1,25,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0001,REGISTER,PANERA BREAD,CUP 20 OZ PAPER HOT 2C,1,1,800,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0002,REGISTER,PANERA BREAD,FILM PVC ROLL 18 X 2000 FT,1,1,1,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA
REG0003,REGISTER,PANERA BREAD,CUP 16 OZ PAPER SSP,2,1,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0004,REGISTER,PANERA BREAD,CUP 12 OZ PAPER SSP,2,1,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0005,REGISTER,PANERA BREAD,BAG COOKIE WINDOW STL PARK MN,2,1,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
REG0006,REGISTER,PANERA BREAD,TWIST TIE,0,1,200,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,CASE
REG0007,REGISTER,PANERA BREAD,Bag Pastry - Test,1,1,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0008,REGISTER,PANERA BREAD,CARRIER 4 CUP LARGE,3,1,300,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0009,REGISTER,PANERA BREAD,CUP 9 OZ COLD PNRA,1,1,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0010,REGISTER,PANERA BREAD,BOX PASTRY SINGLE SERVE W/WINDOW,1,1,150,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0011,REGISTER,PANERA BREAD,CARTON BAGEL PACK,0.5,1,110,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
REG0012,REGISTER,PANERA BREAD,TISSUE BAKERY 5.25X10.75,0.5,10,1000,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0013,REGISTER,PANERA BREAD,BAG COOKIE CLEAR SOFT BOTTOM,0.5,1,500,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0014,REGISTER,PANERA BREAD,BAG LARGE BREAD,1,1,1000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0015,REGISTER,PANERA BREAD,BOX BAKERY 8X8,0.5,1,200,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0016,REGISTER,PANERA BREAD,BOX BAKERY 11.25X11.25X1.5 BROWN GREEN,1,1,100,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0017,REGISTER,PANERA BREAD,TIE TWIST BREAD BAGS,0.25,1,2000,EA,EA,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
REG0018,REGISTER,PANERA BREAD,TAPE REGISTER THERMAL 80MM X 290FT,1,1,50,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
SOD0001,SODA,PANERA BREAD,BUBLY LIME BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0002,SODA,PANERA BREAD,SYRUP CANADA DRY GINGER ALE BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0003,SODA,PANERA BREAD,SYRUP PEPSI COLA BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0004,SODA,PANERA BREAD,SYRUP MOUNTAIN DEW BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0005,SODA,PANERA BREAD,SYRUP LIPTON RASP TEA BIB,0.5,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0006,SODA,PANERA BREAD,SYRUP DR PEPPER BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
SOD0007,SODA,PANERA BREAD,SYRUP DIET PEPSI BIB,1,1,5,GAL,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,N-A
DIN0019,DINING ROOM,PANERA BREAD,SYRUP PURE CANE,0.5,4,1,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
DIN0020,DINING ROOM,PANERA BREAD,SUGAR BLUE PACKET,0.25,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
DRY0069,DRY STORAGE,PANERA BREAD,CHIPS BLUE CORN TORTILLA,0.25,10,1,LB,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,BAG-LB-CASE
DRY0070,DRY STORAGE,PANERA BREAD,ORANGE MANDARIN,0.5,6,10,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
DRY0072,DRY STORAGE,PANERA BREAD,LID COFFEE CUP(NEW),0.5,1,1200,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
DRY0073,DRY STORAGE,PANERA BREAD,LID COLD CUP 30OZ(500CT),1,20,25,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
DRY0074,DRY STORAGE,PANERA BREAD,LID SMOOTHIE DOME PP,0.5,20,59,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0019,REGISTER,PANERA BREAD,LABEL PREP N PRINT 2X1,1,20,700,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0020,REGISTER,PANERA BREAD,LABEL THERMAL PRINTER 500 CT,1,12,500,CT,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-CASE
REG0021,REGISTER,PANERA BREAD,CUP COLD 16OZ PET(SUB),0.5,20,50,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0023,REGISTER,PANERA BREAD,CUP COLD 20OZ PET(SUB),1,20,50,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
REG0024,REGISTER,PANERA BREAD,CUP COLD 30OZ PET(SUB),0.5,25,25,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-SLEEVE-CASE
MSC0029,MISC,PANERA BREAD,BAG HD PORTION MONDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0030,MISC,PANERA BREAD,BAG HD PORTION TUESDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0031,MISC,PANERA BREAD,BAG HD PORTION WEDNESDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0032,MISC,PANERA BREAD,BAG HD PORTION THURSDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0033,MISC,PANERA BREAD,BAG HD PORTION FRIDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0034,MISC,PANERA BREAD,BAG HD PORTION SATURDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
MSC0035,MISC,PANERA BREAD,BAG HD PORTION SUNDAY ,0.5,1,2000,EA,CS,0,0,0,0,0,0,0,0,0,0,0,0,0,Panera,0,EA-LB-CASE
